a war	Cx=219340038	Bx=801301707
studded war	Cy=5682066	By=15897300
student war	Cy=5682066	By=15897300
studied war	Cy=5682066	By=15897300
studies war	Cy=5682066	By=15897300
study war	Cy=5682066	By=15897300
studying war	Cy=5682066	By=15897300
stunning war	Cy=5682066	By=15897300
stupendous war	Cy=5682066	By=15897300
stupid war	Cy=5682066	By=15897300
sturdy war	Cy=5682066	By=15897300
style war	Cy=5682066	By=15897300
styled war	Cy=5682066	By=15897300
subject war	Cy=5682066	By=15897300
sublime war	Cy=5682066	By=15897300
submarine war	Cy=5682066	By=15897300
subordinate war	Cy=5682066	By=15897300
subsequent war	Cy=5682066	By=15897300
subsequently war	Cy=5682066	By=15897300
subsidiary war	Cy=5682066	By=15897300
subsidy war	Cy=5682066	By=15897300
subsisting war	Cy=5682066	By=15897300
substantial war	Cy=5682066	By=15897300
substitute war	Cy=5682066	By=15897300
subterranean war	Cy=5682066	By=15897300
subtle war	Cy=5682066	By=15897300
subversive war	Cy=5682066	By=15897300
succeeded war	Cy=5682066	By=15897300
succeeding war	Cy=5682066	By=15897300
successful war	Cy=5682066	By=15897300
succession war	Cy=5682066	By=15897300
successive war	Cy=5682066	By=15897300
such war	Cy=5682066	By=15897300
sudan war	Cy=5682066	By=15897300
sudanese war	Cy=5682066	By=15897300
sudden war	Cy=5682066	By=15897300
suddenly war	Cy=5682066	By=15897300
suez war	Cy=5682066	By=15897300
suffer war	Cy=5682066	By=15897300
suffered war	Cy=5682066	By=15897300
suffering war	Cy=5682066	By=15897300
sufficient war	Cy=5682066	By=15897300
suffrage war	Cy=5682066	By=15897300
sugar war	Cy=5682066	By=15897300
suggest war	Cy=5682066	By=15897300
suggested war	Cy=5682066	By=15897300
suggesting war	Cy=5682066	By=15897300
suggests war	Cy=5682066	By=15897300
suicidal war	Cy=5682066	By=15897300
suit war	Cy=5682066	By=15897300
suitable war	Cy=5682066	By=15897300
suited war	Cy=5682066	By=15897300
sullen war	Cy=5682066	By=15897300
sulphurous war	Cy=5682066	By=15897300
sum war	Cy=5682066	By=15897300
sumerian war	Cy=5682066	By=15897300
summer war	Cy=5682066	By=15897300
sun war	Cy=5682066	By=15897300
sundry war	Cy=5682066	By=15897300
sung war	Cy=5682066	By=15897300
super war	Cy=5682066	By=15897300
superb war	Cy=5682066	By=15897300
superior war	Cy=5682066	By=15897300
supernatural war	Cy=5682066	By=15897300
superpower war	Cy=5682066	By=15897300
supersede war	Cy=5682066	By=15897300
supervise war	Cy=5682066	By=15897300
supplant war	Cy=5682066	By=15897300
supplanted war	Cy=5682066	By=15897300
supplementary war	Cy=5682066	By=15897300
supplied war	Cy=5682066	By=15897300
supply war	Cy=5682066	By=15897300
supplying war	Cy=5682066	By=15897300
support war	Cy=5682066	By=15897300
supported war	Cy=5682066	By=15897300
supporting war	Cy=5682066	By=15897300
supports war	Cy=5682066	By=15897300
suppose war	Cy=5682066	By=15897300
supposed war	Cy=5682066	By=15897300
supposing war	Cy=5682066	By=15897300
suppress war	Cy=5682066	By=15897300
suppressed war	Cy=5682066	By=15897300
suppressing war	Cy=5682066	By=15897300
supreme war	Cy=5682066	By=15897300
sure war	Cy=5682066	By=15897300
surely war	Cy=5682066	By=15897300
surface war	Cy=5682066	By=15897300
surgical war	Cy=5682066	By=15897300
surplus war	Cy=5682066	By=15897300
surprise war	Cy=5682066	By=15897300
surprising war	Cy=5682066	By=15897300
surrender war	Cy=5682066	By=15897300
surrogate war	Cy=5682066	By=15897300
surrounding war	Cy=5682066	By=15897300
survival war	Cy=5682066	By=15897300
survive war	Cy=5682066	By=15897300
survived war	Cy=5682066	By=15897300
survives war	Cy=5682066	By=15897300
surviving war	Cy=5682066	By=15897300
suspected war	Cy=5682066	By=15897300
suspend war	Cy=5682066	By=15897300
suspended war	Cy=5682066	By=15897300
susquehanna war	Cy=5682066	By=15897300
sustain war	Cy=5682066	By=15897300
sustained war	Cy=5682066	By=15897300
sustaining war	Cy=5682066	By=15897300
swabian war	Cy=5682066	By=15897300
swap war	Cy=5682066	By=15897300
swapped war	Cy=5682066	By=15897300
swapping war	Cy=5682066	By=15897300
swarded war	Cy=5682066	By=15897300
swedish war	Cy=5682066	By=15897300
sweep war	Cy=5682066	By=15897300
sweeping war	Cy=5682066	By=15897300
sweet war	Cy=5682066	By=15897300
sweets war	Cy=5682066	By=15897300
swelling war	Cy=5682066	By=15897300
swift war	Cy=5682066	By=15897300
swinging war	Cy=5682066	By=15897300
swiss war	Cy=5682066	By=15897300
swollen war	Cy=5682066	By=15897300
sworn war	Cy=5682066	By=15897300
sylvan war	Cy=5682066	By=15897300
symbolic war	Cy=5682066	By=15897300
symbolize war	Cy=5682066	By=15897300
symbolized war	Cy=5682066	By=15897300
symbolizes war	Cy=5682066	By=15897300
symbolizing war	Cy=5682066	By=15897300
synthetic war	Cy=5682066	By=15897300
syracusan war	Cy=5682066	By=15897300
syrian war	Cy=5682066	By=15897300
system war	Cy=5682066	By=15897300
systematic war	Cy=5682066	By=15897300
systemic war	Cy=5682066	By=15897300
t war	Cy=5682066	By=15897300
ta war	Cy=5682066	By=15897300
tabletop war	Cy=5682066	By=15897300
tactical war	Cy=5682066	By=15897300
tag war	Cy=5682066	By=15897300
tagen war	Cy=5682066	By=15897300
tahitian war	Cy=5682066	By=15897300
taiping war	Cy=5682066	By=15897300
take war	Cy=5682066	By=15897300
taken war	Cy=5682066	By=15897300
takeover war	Cy=5682066	By=15897300
takes war	Cy=5682066	By=15897300
taking war	Cy=5682066	By=15897300
talent war	Cy=5682066	By=15897300
tales war	Cy=5682066	By=15897300
talk war	Cy=5682066	By=15897300
talked war	Cy=5682066	By=15897300
talking war	Cy=5682066	By=15897300
talks war	Cy=5682066	By=15897300
tall war	Cy=5682066	By=15897300
tammany war	Cy=5682066	By=15897300
tan war	Cy=5682066	By=15897300
tangible war	Cy=5682066	By=15897300
tank war	Cy=5682066	By=15897300
tanker war	Cy=5682066	By=15897300
tardy war	Cy=5682066	By=15897300
tarentine war	Cy=5682066	By=15897300
tariff war	Cy=5682066	By=15897300
tartar war	Cy=5682066	By=15897300
tasted war	Cy=5682066	By=15897300
tat war	Cy=5682066	By=15897300
taught war	Cy=5682066	By=15897300
tax war	Cy=5682066	By=15897300
taxi war	Cy=5682066	By=15897300
taxing war	Cy=5682066	By=15897300
tbe war	Cy=5682066	By=15897300
tbo war	Cy=5682066	By=15897300
te war	Cy=5682066	By=15897300
teach war	Cy=5682066	By=15897300
teaching war	Cy=5682066	By=15897300
tearful war	Cy=5682066	By=15897300
tears war	Cy=5682066	By=15897300
tech war	Cy=5682066	By=15897300
technical war	Cy=5682066	By=15897300
technological war	Cy=5682066	By=15897300
technology war	Cy=5682066	By=15897300
tedious war	Cy=5682066	By=15897300
tee war	Cy=5682066	By=15897300
telegraphic war	Cy=5682066	By=15897300
telephone war	Cy=5682066	By=15897300
televised war	Cy=5682066	By=15897300
television war	Cy=5682066	By=15897300
tell war	Cy=5682066	By=15897300
telling war	Cy=5682066	By=15897300
tells war	Cy=5682066	By=15897300
temperance war	Cy=5682066	By=15897300
tempestuous war	Cy=5682066	By=15897300
temporal war	Cy=5682066	By=15897300
temporary war	Cy=5682066	By=15897300
ten war	Cy=5682066	By=15897300
tennessee war	Cy=5682066	By=15897300
tense war	Cy=5682066	By=15897300
tenth war	Cy=5682066	By=15897300
tenyear war	Cy=5682066	By=15897300
ter war	Cy=5682066	By=15897300
term war	Cy=5682066	By=15897300
termed war	Cy=5682066	By=15897300
terminate war	Cy=5682066	By=15897300
terminated war	Cy=5682066	By=15897300
terminating war	Cy=5682066	By=15897300
terms war	Cy=5682066	By=15897300
terrapin war	Cy=5682066	By=15897300
terrestrial war	Cy=5682066	By=15897300
terrible war	Cy=5682066	By=15897300
terrific war	Cy=5682066	By=15897300
terrifying war	Cy=5682066	By=15897300
territorial war	Cy=5682066	By=15897300
territory war	Cy=5682066	By=15897300
terror war	Cy=5682066	By=15897300
terrorism war	Cy=5682066	By=15897300
terrorist war	Cy=5682066	By=15897300
teufel war	Cy=5682066	By=15897300
teuton war	Cy=5682066	By=15897300
teutonic war	Cy=5682066	By=15897300
texan war	Cy=5682066	By=15897300
texas war	Cy=5682066	By=15897300
texian war	Cy=5682066	By=15897300
textbook war	Cy=5682066	By=15897300
tfie war	Cy=5682066	By=15897300
tforld war	Cy=5682066	By=15897300
th war	Cy=5682066	By=15897300
tha war	Cy=5682066	By=15897300
thai war	Cy=5682066	By=15897300
than war	Cy=5682066	By=15897300
thankless war	Cy=5682066	By=15897300
thar war	Cy=5682066	By=15897300
that war	Cy=5682066	By=15897300
thay war	Cy=5682066	By=15897300
thb war	Cy=5682066	By=15897300
thc war	Cy=5682066	By=15897300
the war	Cy=5682066	By=15897300
theater war	Cy=5682066	By=15897300
theatre war	Cy=5682066	By=15897300
theatrical war	Cy=5682066	By=15897300
theban war	Cy=5682066	By=15897300
thecivil war	Cy=5682066	By=15897300
thee war	Cy=5682066	By=15897300
thei war	Cy=5682066	By=15897300
their war	Cy=5682066	By=15897300
them war	Cy=5682066	By=15897300
themselves war	Cy=5682066	By=15897300
then war	Cy=5682066	By=15897300
theological war	Cy=5682066	By=15897300
theoretical war	Cy=5682066	By=15897300
theory war	Cy=5682066	By=15897300
ther war	Cy=5682066	By=15897300
there war	Cy=5682066	By=15897300
thereafter war	Cy=5682066	By=15897300
therefore war	Cy=5682066	By=15897300
thereupon war	Cy=5682066	By=15897300
thermonuclear war	Cy=5682066	By=15897300
these war	Cy=5682066	By=15897300
thet war	Cy=5682066	By=15897300
they war	Cy=5682066	By=15897300
thf war	Cy=5682066	By=15897300
thi war	Cy=5682066	By=15897300
thia war	Cy=5682066	By=15897300
thick war	Cy=5682066	By=15897300
thickening war	Cy=5682066	By=15897300
thickest war	Cy=5682066	By=15897300
thii war	Cy=5682066	By=15897300
thin war	Cy=5682066	By=15897300
thing war	Cy=5682066	By=15897300
things war	Cy=5682066	By=15897300
think war	Cy=5682066	By=15897300
thinking war	Cy=5682066	By=15897300
thinks war	Cy=5682066	By=15897300
third war	Cy=5682066	By=15897300
thirsty war	Cy=5682066	By=15897300
thirteen war	Cy=5682066	By=15897300
thirty war	Cy=5682066	By=15897300
thirtyyears war	Cy=5682066	By=15897300
this war	Cy=5682066	By=15897300
thk war	Cy=5682066	By=15897300
thn war	Cy=5682066	By=15897300
tho war	Cy=5682066	By=15897300
thomas war	Cy=5682066	By=15897300
thorough war	Cy=5682066	By=15897300
thoroughly war	Cy=5682066	By=15897300
those war	Cy=5682066	By=15897300
thou war	Cy=5682066	By=15897300
though war	Cy=5682066	By=15897300
thought war	Cy=5682066	By=15897300
thousand war	Cy=5682066	By=15897300
thp war	Cy=5682066	By=15897300
thr war	Cy=5682066	By=15897300
thracian war	Cy=5682066	By=15897300
threaten war	Cy=5682066	By=15897300
threatened war	Cy=5682066	By=15897300
threatening war	Cy=5682066	By=15897300
threatens war	Cy=5682066	By=15897300
three war	Cy=5682066	By=15897300
threefold war	Cy=5682066	By=15897300
threeyear war	Cy=5682066	By=15897300
thrilling war	Cy=5682066	By=15897300
throat war	Cy=5682066	By=15897300
throated war	Cy=5682066	By=15897300
through war	Cy=5682066	By=15897300
throughout war	Cy=5682066	By=15897300
thru war	Cy=5682066	By=15897300
thrust war	Cy=5682066	By=15897300
ths war	Cy=5682066	By=15897300
tht war	Cy=5682066	By=15897300
thu war	Cy=5682066	By=15897300
thundering war	Cy=5682066	By=15897300
thunderous war	Cy=5682066	By=15897300
thus war	Cy=5682066	By=15897300
thy war	Cy=5682066	By=15897300
ti war	Cy=5682066	By=15897300
tie war	Cy=5682066	By=15897300
tight war	Cy=5682066	By=15897300
tiie war	Cy=5682066	By=15897300
tile war	Cy=5682066	By=15897300
till war	Cy=5682066	By=15897300
timber war	Cy=5682066	By=15897300
time war	Cy=5682066	By=15897300
timed war	Cy=5682066	By=15897300
timeless war	Cy=5682066	By=15897300
times war	Cy=5682066	By=15897300
timid war	Cy=5682066	By=15897300
tin war	Cy=5682066	By=15897300
tins war	Cy=5682066	By=15897300
tiny war	Cy=5682066	By=15897300
tional war	Cy=5682066	By=15897300
tionary war	Cy=5682066	By=15897300
tire war	Cy=5682066	By=15897300
tired war	Cy=5682066	By=15897300
tireless war	Cy=5682066	By=15897300
tiresome war	Cy=5682066	By=15897300
tis war	Cy=5682066	By=15897300
titan war	Cy=5682066	By=15897300
titanic war	Cy=5682066	By=15897300
tithe war	Cy=5682066	By=15897300
title war	Cy=5682066	By=15897300
titled war	Cy=5682066	By=15897300
tive war	Cy=5682066	By=15897300
tke war	Cy=5682066	By=15897300
tl war	Cy=5682066	By=15897300
tlic war	Cy=5682066	By=15897300
tlie war	Cy=5682066	By=15897300
tliis war	Cy=5682066	By=15897300
tlingit war	Cy=5682066	By=15897300
tlio war	Cy=5682066	By=15897300
tn war	Cy=5682066	By=15897300
tne war	Cy=5682066	By=15897300
to war	Cy=5682066	By=15897300
tobacco war	Cy=5682066	By=15897300
tod war	Cy=5682066	By=15897300
today war	Cy=5682066	By=15897300
toe war	Cy=5682066	By=15897300
together war	Cy=5682066	By=15897300
toilsome war	Cy=5682066	By=15897300
token war	Cy=5682066	By=15897300
tokyo war	Cy=5682066	By=15897300
told war	Cy=5682066	By=15897300
toledo war	Cy=5682066	By=15897300
tolerate war	Cy=5682066	By=15897300
toll war	Cy=5682066	By=15897300
tomato war	Cy=5682066	By=15897300
tomorrow war	Cy=5682066	By=15897300
ton war	Cy=5682066	By=15897300
tong war	Cy=5682066	By=15897300
tongue war	Cy=5682066	By=15897300
tonkin war	Cy=5682066	By=15897300
tonnage war	Cy=5682066	By=15897300
tonquin war	Cy=5682066	By=15897300
too war	Cy=5682066	By=15897300
took war	Cy=5682066	By=15897300
top war	Cy=5682066	By=15897300
tor war	Cy=5682066	By=15897300
torpedo war	Cy=5682066	By=15897300
tory war	Cy=5682066	By=15897300
total war	Cy=5682066	By=15897300
totalitarian war	Cy=5682066	By=15897300
touch war	Cy=5682066	By=15897300
touching war	Cy=5682066	By=15897300
tough war	Cy=5682066	By=15897300
tougher war	Cy=5682066	By=15897300
toughest war	Cy=5682066	By=15897300
towage war	Cy=5682066	By=15897300
toward war	Cy=5682066	By=15897300
towards war	Cy=5682066	By=15897300
towering war	Cy=5682066	By=15897300
town war	Cy=5682066	By=15897300
toxic war	Cy=5682066	By=15897300
toy war	Cy=5682066	By=15897300
trade war	Cy=5682066	By=15897300
traded war	Cy=5682066	By=15897300
trading war	Cy=5682066	By=15897300
traditional war	Cy=5682066	By=15897300
traffic war	Cy=5682066	By=15897300
tragic war	Cy=5682066	By=15897300
tragical war	Cy=5682066	By=15897300
trailing war	Cy=5682066	By=15897300
train war	Cy=5682066	By=15897300
trained war	Cy=5682066	By=15897300
training war	Cy=5682066	By=15897300
transatlantic war	Cy=5682066	By=15897300
transfer war	Cy=5682066	By=15897300
transform war	Cy=5682066	By=15897300
transformed war	Cy=5682066	By=15897300
transforming war	Cy=5682066	By=15897300
transient war	Cy=5682066	By=15897300
transport war	Cy=5682066	By=15897300
transporting war	Cy=5682066	By=15897300
transvaal war	Cy=5682066	By=15897300
traum war	Cy=5682066	By=15897300
traumatic war	Cy=5682066	By=15897300
traumatized war	Cy=5682066	By=15897300
treacherous war	Cy=5682066	By=15897300
treasonable war	Cy=5682066	By=15897300
treasury war	Cy=5682066	By=15897300
treat war	Cy=5682066	By=15897300
treated war	Cy=5682066	By=15897300
treating war	Cy=5682066	By=15897300
treats war	Cy=5682066	By=15897300
treaty war	Cy=5682066	By=15897300
trees war	Cy=5682066	By=15897300
tremendous war	Cy=5682066	By=15897300
trench war	Cy=5682066	By=15897300
trenching war	Cy=5682066	By=15897300
trial war	Cy=5682066	By=15897300
triangular war	Cy=5682066	By=15897300
tribal war	Cy=5682066	By=15897300
tribes war	Cy=5682066	By=15897300
tribune war	Cy=5682066	By=15897300
trie war	Cy=5682066	By=15897300
tried war	Cy=5682066	By=15897300
trifling war	Cy=5682066	By=15897300
trigger war	Cy=5682066	By=15897300
triggered war	Cy=5682066	By=15897300
triggering war	Cy=5682066	By=15897300
tripartite war	Cy=5682066	By=15897300
triple war	Cy=5682066	By=15897300
tripoli war	Cy=5682066	By=15897300
tripolitan war	Cy=5682066	By=15897300
tripolitanian war	Cy=5682066	By=15897300
triumphal war	Cy=5682066	By=15897300
triumphant war	Cy=5682066	By=15897300
trivial war	Cy=5682066	By=15897300
trojan war	Cy=5682066	By=15897300
tropical war	Cy=5682066	By=15897300
troubled war	Cy=5682066	By=15897300
troublesome war	Cy=5682066	By=15897300
troublous war	Cy=5682066	By=15897300
truceless war	Cy=5682066	By=15897300
true war	Cy=5682066	By=15897300
truly war	Cy=5682066	By=15897300
trusty war	Cy=5682066	By=15897300
truth war	Cy=5682066	By=15897300
try war	Cy=5682066	By=15897300
trying war	Cy=5682066	By=15897300
tsarist war	Cy=5682066	By=15897300
ttie war	Cy=5682066	By=15897300
tu war	Cy=5682066	By=15897300
tub war	Cy=5682066	By=15897300
tue war	Cy=5682066	By=15897300
tumultuous war	Cy=5682066	By=15897300
tuna war	Cy=5682066	By=15897300
tunisian war	Cy=5682066	By=15897300
turbulent war	Cy=5682066	By=15897300
turcoitalian war	Cy=5682066	By=15897300
turcorussian war	Cy=5682066	By=15897300
turf war	Cy=5682066	By=15897300
turk war	Cy=5682066	By=15897300
turkey war	Cy=5682066	By=15897300
turkish war	Cy=5682066	By=15897300
turklsh war	Cy=5682066	By=15897300
turkorussian war	Cy=5682066	By=15897300
turn war	Cy=5682066	By=15897300
turned war	Cy=5682066	By=15897300
turning war	Cy=5682066	By=15897300
turns war	Cy=5682066	By=15897300
tuscan war	Cy=5682066	By=15897300
tuscarora war	Cy=5682066	By=15897300
tv war	Cy=5682066	By=15897300
twas war	Cy=5682066	By=15897300
twelve war	Cy=5682066	By=15897300
twentiethcentury war	Cy=5682066	By=15897300
twenty war	Cy=5682066	By=15897300
twice war	Cy=5682066	By=15897300
twilight war	Cy=5682066	By=15897300
twin war	Cy=5682066	By=15897300
twixt war	Cy=5682066	By=15897300
two war	Cy=5682066	By=15897300
twofold war	Cy=5682066	By=15897300
twofront war	Cy=5682066	By=15897300
twoocean war	Cy=5682066	By=15897300
ty war	Cy=5682066	By=15897300
type war	Cy=5682066	By=15897300
typical war	Cy=5682066	By=15897300
tyrant war	Cy=5682066	By=15897300
tyrian war	Cy=5682066	By=15897300
u war	Cy=5682066	By=15897300
ubiquitous war	Cy=5682066	By=15897300
uboat war	Cy=5682066	By=15897300
uf war	Cy=5682066	By=15897300
uganda war	Cy=5682066	By=15897300
ugly war	Cy=5682066	By=15897300
uie war	Cy=5682066	By=15897300
uk war	Cy=5682066	By=15897300
ukrainian war	Cy=5682066	By=15897300
ul war	Cy=5682066	By=15897300
ultimate war	Cy=5682066	By=15897300
ultimately war	Cy=5682066	By=15897300
un war	Cy=5682066	By=15897300
unacknowledged war	Cy=5682066	By=15897300
unadvancing war	Cy=5682066	By=15897300
unanticipated war	Cy=5682066	By=15897300
unarmed war	Cy=5682066	By=15897300
unauthorized war	Cy=5682066	By=15897300
unavailing war	Cy=5682066	By=15897300
unavoidable war	Cy=5682066	By=15897300
unbekannt war	Cy=5682066	By=15897300
unbridled war	Cy=5682066	By=15897300
unbroken war	Cy=5682066	By=15897300
uncaptured war	Cy=5682066	By=15897300
unceasing war	Cy=5682066	By=15897300
uncensored war	Cy=5682066	By=15897300
uncertain war	Cy=5682066	By=15897300
unchristian war	Cy=5682066	By=15897300
uncivil war	Cy=5682066	By=15897300
uncivilized war	Cy=5682066	By=15897300
uncompromising war	Cy=5682066	By=15897300
unconditional war	Cy=5682066	By=15897300
unconscionable war	Cy=5682066	By=15897300
unconstitutional war	Cy=5682066	By=15897300
uncontrollable war	Cy=5682066	By=15897300
uncontrolled war	Cy=5682066	By=15897300
unconventional war	Cy=5682066	By=15897300
und war	Cy=5682066	By=15897300
undecided war	Cy=5682066	By=15897300
undeclared war	Cy=5682066	By=15897300
under war	Cy=5682066	By=15897300
undercover war	Cy=5682066	By=15897300
underground war	Cy=5682066	By=15897300
